sentence,topic
dont neglect your friends and your school work and your ambitions just because you need to wait all day to grind for grindium to build a grinding grounder to grind grunts into skate cakes,3
chase girls join the military learn to build a house hang out with your family ride a bike across the country anything just get out there and dont touch this game because it will ruin you,0
its a mindless hordeshooter at heart with a massive crazy scifi armory thrown in,1
then much later when youre a seasoned jaded old tenno who cant even find joy in soaring through the rings of saturn with your sweet ass jetpack then you can raise an army of mutant space cats or fight giant sentient timetraveling radioactive treegolems to reignite your murderous passion,-1
constant updates and wellintentioned balance passes will never ever address all the issues in this game it has become an unwieldly beast that digital extremes can no longer control and the rabid community wont let them fix and thats perfectly fine,2
everything dies but at least this game will end with a glorious supernova,-1
being still only in beta there are a few minor bugs that stop it from being one of the top free to play games around,2
this game isnt pay to win its pay to skip content,24
if you think otherwise fight me,0
throw hands if you will  edit  this game is kinda mid,-1
note that im not a player who finds grinding to be tedious so i admit this might be an obstacle to people who want to get into the game right away,3
no no dont ask,0
like doing parkour at high speed while firing off highpowered dangerous weaponry,8
warframe has a reputation for being hard on new players but it really isnt nearly as bad as people make it out to be,1
and while its true the game doesnt do a good job of explaining things  did you know you can make multiple unique blueprints in your foundry at the same time,-1
theres not feeling like you have to get a bunch of busy work done if you dont want to do all that,-1
honestly even though warframe is a very famous game i feel like its still slept on by a lot of gamers,1
i dont know if i like the grind the achievements the repetitiveness or perhaps im somehow not right in the mind,3
i tried this game out of spite for friends ditching me for destiny,-1
cant write too much lotus needs me,0
may confuse new players so i recommend inviting friends because it is not meant to be played alone and it becomes boring,4
honestly i cant recommend this game enogh,0
this isnt a very good representation of astronauts,10
you cant even go to the moon,0
its freaking space ninjas,10
i miss my wife and child  update my wife and child are still misssing,0
needs more salt,0
i dont know how this is free,9
i generally dont like shooters and oftentimes this type of game gives me motion sickness,-1
the microtransactions are kinda weird though but nothing too major unless you like to waste money buying items when its easier and cheaper to go find the components build it and then rush the item,5
but it gets a little repetitive after a while,0
no dad you cant play,0
this is like cocaine,12
some people might say that its not worth it but i do think it is after all its a free to play game where microtransactions are bound to cosmetic items,5
but it gets boring when you experience almost everything in the game and the only thing left is weapon xp grinding to get higher ranks,3
even if you pay it will not last forever,5
after that it is boring,0
how is this even possible in  where every single publisher and developer have become as greedy as they can,-1
look at them they come to this place when they know they are not pure,16
tenno use the keys but they are mere trespassers,15
i was cut in half destroyed but through its janus key the void called to me,21
we cannot blame these creatures they are being led by a false prophet an impostor who knows not the secrets of the void,13
behold the tenno come to scavenge and desecrate this sacred realm,19
forever bound to the void,18
the tenno are lost and they will resist,20
but i vor will cleanse this place of their impurity,17
no pay to win only thing you can not get through just playing is cosmetic items,5
ive been farming in this game for over  hours,11
it has its flaws and the community can be a pain in the ass sometimes but overall its a good game,-1
man do these guys have ambitions,-1
although after  hours of gameplay itll be grindy as hell and repetitive,3
but there is one downside atleast for the xbox one version you have to grind for a bit to get to where you want to be or you could pay to get things,3
thats the only downside,-1
unlike destiny where you have to grind to get to where you want to be at and spend hours apon hours apon hours playing the same mission grinding over and over over to the point to where you get sick of hearing the characters talk all the time warframe offers at least a couple hundred missions not all have a story line though,7
this game started out as an absolute mess,0
while at start the control seems to way too hard now it seeems decent but way too convinent yet,-1
why is this game free i dont get it,9
parts of the community can be veryvocally toxic but the majority are welcoming and helpful,2
we dont deserve this game and yet they made it free so that we peasants could rise from the mud and finally get what the industry is promising us every day in vain,9
cash shop is fair mostly cosmetics and skip the grind type purchases though if you dont like the grind then this game might not be for you lol,-1
if any developer deserves your money its these guys,2
this game ruined my life,0
this game is like heroin and not in a good way,12
ugh not even going to try and review this anymore,6
if you dont like it youll know pretty quick,0
i can guarantee youll kill more time with this than your average aaa game campaign mode even if you hate it,0
please dont do it to yourself,0
after passing through the egregious screaming clay pit of desolate omission of morality logic and all things in the light a black mass of malicious nine year olds and adults who could only cull back the creeping thoughts of mercy in death with drugs and drink as they torrment themselves in some sadist styled self lashing with this game call league of legends is so very refreshing to find a game thats relaxing fun and has the right stress a game should have to keep you thralled,-1
and cutting up people like celery,-1
my pc isnt the greatest at graphics capability but i can actually play this on high without and fps troubles,-1
game stole my life for a year,0
my only problem is the pp hosting they have,2
if the host is lagging then the enemies lag if the hosts connection dies then it tries to hand it off which takes more than  seconds usually with a full reconnect screen required,2
sometimes it just kicks you out and asks if you want to reconnect to the squad,7
but the gripes i have is that the entry level is massive with most of the weapons and frames being very daunting for new player along with some grind,1
from then on milos is drawn into a maelstrom of unbelievable cruelty and mayhem devised by his employer the director of his destiny,22
vukmir and his cohorts will stop at nothing to complete his vision,22
sadly the devs are a big issue,2
if you look for hard content then you are wrong in this game,-1
everything get even more easy and trivialized at some point and your play time isnt valued,0
warframe is a very cool game to play but it get you bored pretty fast with its endless grind,1
at first the game may come across as overwhelming intimidating and or difficult to grasp as a new player,4
i went into warframe thinking itd just be another orion dino horde,1
play it if u have friends plays it graphics  oh yeaaaaaah controls  oh yeaaaaaah gameplay  oh yeaaaah missions  trash,-1
i wish i had known about this game years ago,0
after all the games ive purchased that werent worth it this one is,5
i need games that are a bit slower and more measured with high fantasy and a good magic system but for some reason warframe just clicks for me,1
is just ridiculous,-1
it is hard to convince friends to give it a try because the new player experience still just doesnt do the game justice in a way that hooks you at the start,4
youd be mad if you give this a negative review ngl,6
flashy and very grindy,3
the new player onboarding can be a little rough,4
dont have much time and just wanna kill stuff in a scifi setting,-1
help i have no idea what i am doing,0
this game makes most modern aaatitles look bad,-1
why are we still here,0
just to suffer,0
just play the dang game,0
my balls hurt,0
this game stole my entire life,0
edit i still think this is a good game at its core but the past few updates have been pretty lackluster and have disappointed me to the point of wanting to step away from the game for a few months and wait for some more interesting content to be added,2
to clarify i still think this game is worth your time ive just grown tired of it due to a mixture of disappointing new content and overall burnout of the game itself,-1
numerous times the developers have purposely removed aspects of the game that are too pay to win and the only reason that the game has survived since  is because the developers actively tweak the games in ways that benefit the game no matter if the players like them or not,-1
product received for free  theres plenty of bugs in the game that make it frustrating to play but besides those small bugs the game is pretty good,23
demois visually was interesting but lacking in every single way,-1
combat wasnt fun the missions were meh mostly due to the lacking combat,7
the warframe elden ring thing did do anything for me havent wanted to play or complete it,1
its mid,-1
i never thought sliding and jumping would be such a means of transportation,8
this game will consume everything to this day my addiction keeps me trapped,12
a strict diet of stupidity tenacity and stubbornness keeps me here every waking moment is consumed by the void,18
its not that great,0
this game should not be free,9
how is this game still free,9
i had my doubts about this game at first,0
actually i sort of rage quitted durring the tutorial,4
people who say it is pay to win could not be more wrong it is not paying only shortens the grind thats all,24
can just charge down hallways and rooms tearing about enemies by the dozen,8
doesnt come without bugs mind you,2
only downside is that devns prefer content over bugfixes because it is a free game and i feel like this balance is quite off,2
certain bugs have been here for years and some can really ruin your day as well,2
plays  days boredstops playing for  yearcomes back to play h non stopwelp how the hell did i think the game was broing,0
i guess i am just trash at this and need to get good,0
so many hours with so little regret,0
addictive as heck,12
ruining my life and im okay with this,0
im dead inside,0
the one time i actually want to get death threats,0
finally tried thisit was a mistake,-1
if you play this you wont regreat the time spend in the game,0
my life is now gone not like i had one before,0
basically you start off as a scrub like any other game,0
or using one of your warframes powers to decimate an entire squad of enemies,8
just know this game is pretty grindy,3
the only main problem this game has is the grind factor,3
but hey if you enjoy being a friggen space ninja and you enjoy murdering things,10
again this game is grindy and requires patienceyknowlikelike a ninjajust give it a try,3
there are a lot of free to play games out there that either feel unpolished or pay to win,9
when you craft things you can rush it with platinum which almost turned me away at first because i thought it would be as annoying as those mobile apps with rush but i got used to it short after and started to barely even notice since i passed the time doing fun missions,7
ive wasted too many hours on this game and im going to waste many more,0
loads of fun and replayability for a game with minimal gameplay modes however if youre a coward when it comes to grinding loot and gear  you should probably just sit in the dark alone and imagine life couldve been like if you were a space ninja,3
very grindy,3
decent game but i dont personally enjoy it,0
warframe is an entirely new asthetic instead of taking cover to dodge bullets you make cover stealth around or even dodge bullets and lasers with your mad ninja skillz,-1
if you are a loner youll probably get bored after some time,0
even though they have made a lot of improvements since i first played back in the beta this game still lacks endgame content,2
and its not even officially out of beta yet,2
though after a while you will get bored of doing the same stuff over and over again,0
warframe has that inevitable mmo feature of draining all your time away,1
everybody i knew was getting bored of me multi or still playing skyrim,0
its missions can be so fast paced that you will loose track of time and if you are like me make other games seem like they are lacking,7
im not going to sit here and tell you its perfect everything has cons,-1
surely has some downsides but nothings ever perfect is it,-1
there are occasional bugs now and then but nothing too bad,2
welcome to the grind and good luck tenno scum,3
even got spare pt to get me a hunhows gift to look like a stalker fangirl,22
its hard to get the similar game like this one,-1
one of the main negative things about this is the grinding,3
the tldr of the game kill things farm stuff grow in power,11
the only major downside imo is power creep,-1
without challenge there is no fun,0
and a personal nitpick  not enough blood,0
